timestamp,event,symbol,price,details
2025-09-03 09:15:00+05:30,Trigger Threshold Hit,ICICIBANK,1384.2,Price dropped below threshold 1389.0; day_low_so_far: 1384.2
2025-09-03 09:30:00+05:30,Entry Filled,ICICIBANK,1390.0,Long entry; SL: 1384.1999999900002; TP: 1398.7000000149997; risk: 5.800000009999849
2025-09-03 09:45:00+05:30,Trailing SL Update,ICICIBANK,1387.99999999,Updated from 1384.1999999900002 to 1387.99999999 on green bar
2025-09-03 10:00:00+05:30,Trailing SL Update,ICICIBANK,1390.1999999900002,Updated from 1387.99999999 to 1390.1999999900002 on green bar
2025-09-03 10:30:00+05:30,Stop Loss Exit,ICICIBANK,1390.2,Hit SL at 1390.1999999900002
2025-09-03 10:45:00+05:30,Entry Filled,ICICIBANK,1390.0,Long entry; SL: 1384.1999999900002; TP: 1398.7000000149997; risk: 5.800000009999849
2025-09-03 10:45:00+05:30,Trailing SL Update,ICICIBANK,1389.99999999,Updated from 1384.1999999900002 to 1389.99999999 on green bar
2025-09-03 11:00:00+05:30,Stop Loss Exit,ICICIBANK,1390.0,Hit SL at 1389.99999999
2025-09-03 11:15:00+05:30,Entry Filled,ICICIBANK,1390.0,Long entry; SL: 1384.1999999900002; TP: 1398.7000000149997; risk: 5.800000009999849
2025-09-03 11:15:00+05:30,Trailing SL Update,ICICIBANK,1389.49999999,Updated from 1384.1999999900002 to 1389.49999999 on green bar
2025-09-03 11:45:00+05:30,Stop Loss Exit,ICICIBANK,1389.5,Hit SL at 1389.49999999
2025-09-03 12:00:00+05:30,Entry Filled,ICICIBANK,1390.0,Long entry; SL: 1384.1999999900002; TP: 1398.7000000149997; risk: 5.800000009999849
2025-09-03 12:00:00+05:30,Trailing SL Update,ICICIBANK,1390.6999999900002,Updated from 1384.1999999900002 to 1390.6999999900002 on green bar
2025-09-03 12:45:00+05:30,Stop Loss Exit,ICICIBANK,1390.7,Hit SL at 1390.6999999900002
2025-09-03 13:00:00+05:30,Entry Filled,ICICIBANK,1390.0,Long entry; SL: 1384.1999999900002; TP: 1398.7000000149997; risk: 5.800000009999849
2025-09-03 13:15:00+05:30,Trailing SL Update,ICICIBANK,1390.29999999,Updated from 1384.1999999900002 to 1390.29999999 on green bar
2025-09-03 13:30:00+05:30,Trailing SL Update,ICICIBANK,1390.49999999,Updated from 1390.29999999 to 1390.49999999 on green bar
2025-09-03 13:45:00+05:30,Trailing SL Update,ICICIBANK,1392.3999999900002,Updated from 1390.49999999 to 1392.3999999900002 on green bar
2025-09-03 14:15:00+05:30,Trailing SL Update,ICICIBANK,1392.99999999,Updated from 1392.3999999900002 to 1392.99999999 on green bar
2025-09-03 14:30:00+05:30,Trailing SL Update,ICICIBANK,1393.49999999,Updated from 1392.99999999 to 1393.49999999 on green bar
2025-09-03 15:00:00+05:30,Trailing SL Update,ICICIBANK,1393.6999999900002,Updated from 1393.49999999 to 1393.6999999900002 on green bar
2025-09-03 15:00:00+05:30,Take Profit Exit,ICICIBANK,1398.7,Hit TP at 1398.7000000149997
2025-09-03 15:15:00+05:30,Entry Filled,ICICIBANK,1390.0,Long entry; SL: 1384.1999999900002; TP: 1398.7000000149997; risk: 5.800000009999849
2025-09-04 09:15:00+05:30,Trailing SL Update,ICICIBANK,1401.8999999900002,Updated from 1384.1999999900002 to 1401.8999999900002 on green bar
2025-09-04 09:15:00+05:30,Take Profit Exit,ICICIBANK,1409.9,Hit TP at 1398.7000000149997
2025-10-20 00:00:00+05:30,Setup Detected,ICICIBANK,1389.2,80-20 setup for next day entry at 1389.2; threshold: 1388.2; TR: 55.799999999999955
